FABRICANTE,CODIGO_PECA,DESCRICAO,CHAVE_DE_BUSCA,MARCA_VEICULO,MODELO_VEICULO,ANOS_APLICACAO,CONTEXTO_IA
AXIOS,111590,BUCHA DO EIXO TRASEIRO,FORD ROYALE 92/96,FORD,ROYALE,1992 a 1996,BUCHA DO EIXO TRASEIRO compatível com FORD ROYALE. Aplicação: 1992 a 1996. Fabricante: AXIOS. Código: 111590.
AXIOS,111590,BUCHA DO EIXO TRASEIRO,FORD VERSAILLES GALAXY 91/,FORD,VERSAILLES GALAXY,1991,BUCHA DO EIXO TRASEIRO compatível com FORD VERSAILLES GALAXY. Aplicação: 1991. Fabricante: AXIOS. Código: 111590.
AXIOS,111590,BUCHA DO EIXO TRASEIRO,VOLKSWAGEN PARATI 96/12,VOLKSWAGEN,PARATI,1996 a 2012,BUCHA DO EIXO TRASEIRO compatível com VOLKSWAGEN PARATI. Aplicação: 1996 a 2012. Fabricante: AXIOS. Código: 111590.
AXIOS,111590,BUCHA DO EIXO TRASEIRO,VOLKSWAGEN SANTANA 84/06,VOLKSWAGEN,SANTANA,1984 a 2006,BUCHA DO EIXO TRASEIRO compatível com VOLKSWAGEN SANTANA. Aplicação: 1984 a 2006. Fabricante: AXIOS. Código: 111590.
AXIOS,111590,BUCHA DO EIXO TRASEIRO,VOLKSWAGEN SANTANA QUANTUM 85/02,VOLKSWAGEN,SANTANA QUANTUM,1985 a 2002,BUCHA DO EIXO TRASEIRO compatível com VOLKSWAGEN SANTANA QUANTUM. Aplicação: 1985 a 2002. Fabricante: AXIOS. Código: 111590.
AXIOS,111590,BUCHA DO EIXO TRASEIRO,VOLKSWAGEN GOL 95/,VOLKSWAGEN,GOL,1995,BUCHA DO EIXO TRASEIRO compatível com VOLKSWAGEN GOL. Aplicação: 1995. Fabricante: AXIOS. Código: 111590.
AXIOS,111590,BUCHA DO EIXO TRASEIRO,VOLKSWAGEN VOYAGE NOVO 09/,VOLKSWAGEN,VOYAGE NOVO,2009,BUCHA DO EIXO TRASEIRO compatível com VOLKSWAGEN VOYAGE NOVO. Aplicação: 2009. Fabricante: AXIOS. Código: 111590.
AXIOS,111694,BUCHA DA BARRA DE DIRECAO,CHEVROLET KADETT 89/98,CHEVROLET,KADETT,1989 a 1998,BUCHA DA BARRA DE DIRECAO compatível com CHEVROLET KADETT. Aplicação: 1989 a 1998. Fabricante: AXIOS. Código: 111694.
AXIOS,111694,BUCHA DA BARRA DE DIRECAO,CHEVROLET IPANEMA 89/98,CHEVROLET,IPANEMA,1989 a 1998,BUCHA DA BARRA DE DIRECAO compatível com CHEVROLET IPANEMA. Aplicação: 1989 a 1998. Fabricante: AXIOS. Código: 111694.
AXIOS,111694,BUCHA DA BARRA DE DIRECAO,CHEVROLET MONZA 82/96,CHEVROLET,MONZA,1982 a 1996,BUCHA DA BARRA DE DIRECAO compatível com CHEVROLET MONZA. Aplicação: 1982 a 1996. Fabricante: AXIOS. Código: 111694.
AXIOS,111694,BUCHA DA BARRA DE DIRECAO,CHEVROLET VECTRA  -96 94/2,CHEVROLET,VECTRA  -96 2,1994,BUCHA DA BARRA DE DIRECAO compatível com CHEVROLET VECTRA  -96 2. Aplicação: 1994. Fabricante: AXIOS. Código: 111694.
AXIOS,111703,BUCHA DIANTEIRA DA BANDEJA DIANTEIRA,FIAT LINEA 07/16,FIAT,LINEA,2007 a 2016,BUCHA DIANTEIRA DA BANDEJA DIANTEIRA compatível com FIAT LINEA. Aplicação: 2007 a 2016. Fabricante: AXIOS. Código: 111703.
AXIOS,111703,BUCHA DIANTEIRA DA BANDEJA DIANTEIRA,FIAT BRAVO 10/,FIAT,BRAVO,2010,BUCHA DIANTEIRA DA BANDEJA DIANTEIRA compatível com FIAT BRAVO. Aplicação: 2010. Fabricante: AXIOS. Código: 111703.
AXIOS,111703,BUCHA DIANTEIRA DA BANDEJA DIANTEIRA,FIAT STILO 03/,FIAT,STILO,2003,BUCHA DIANTEIRA DA BANDEJA DIANTEIRA compatível com FIAT STILO. Aplicação: 2003. Fabricante: AXIOS. Código: 111703.
AXIOS,111703,BUCHA DIANTEIRA DA BANDEJA DIANTEIRA,FIAT PUNTO 07/17,FIAT,PUNTO,2007 a 2017,BUCHA DIANTEIRA DA BANDEJA DIANTEIRA compatível com FIAT PUNTO. Aplicação: 2007 a 2017. Fabricante: AXIOS. Código: 111703.
AXIOS,111704,BUCHA TRASEIRA DA BANDEJA DIANTEIRA,FIAT PUNTO 07/,FIAT,PUNTO,2007,BUCHA TRASEIRA DA BANDEJA DIANTEIRA compatível com FIAT PUNTO. Aplicação: 2007. Fabricante: AXIOS. Código: 111704.
AXIOS,111704,BUCHA TRASEIRA DA BANDEJA DIANTEIRA,FIAT LINEA 07/,FIAT,LINEA,2007,BUCHA TRASEIRA DA BANDEJA DIANTEIRA compatível com FIAT LINEA. Aplicação: 2007. Fabricante: AXIOS. Código: 111704.
AXIOS,111712,BUCHA DIANTEIRA DA BANDEJA DIANTEIRA,HONDA CIVIC  1- 01/06,HONDA,CIVIC  1-,2001 a 2006,BUCHA DIANTEIRA DA BANDEJA DIANTEIRA compatível com HONDA CIVIC  1-. Aplicação: 2001 a 2006. Fabricante: AXIOS. Código: 111712.
AXIOS,111712,BUCHA DIANTEIRA DA BANDEJA DIANTEIRA,HONDA CIVIC NEW 7- 07/11,HONDA,CIVIC NEW 7-,2007 a 2011,BUCHA DIANTEIRA DA BANDEJA DIANTEIRA compatível com HONDA CIVIC NEW 7-. Aplicação: 2007 a 2011. Fabricante: AXIOS. Código: 111712.
AXIOS,111713,BUCHA TRASEIRA DA BANDEJA DIANTEIRA,TOYOTA COROLLA 15/19,TOYOTA,COROLLA,2015 a 2019,BUCHA TRASEIRA DA BANDEJA DIANTEIRA compatível com TOYOTA COROLLA. Aplicação: 2015 a 2019. Fabricante: AXIOS. Código: 111713.
AXIOS,111713,BUCHA TRASEIRA DA BANDEJA DIANTEIRA,TOYOTA COROLLA 03/13,TOYOTA,COROLLA,2003 a 2013,BUCHA TRASEIRA DA BANDEJA DIANTEIRA compatível com TOYOTA COROLLA. Aplicação: 2003 a 2013. Fabricante: AXIOS. Código: 111713.
AXIOS,111713,BUCHA TRASEIRA DA BANDEJA DIANTEIRA,TOYOTA COROLLA FIELDER 03/08,TOYOTA,COROLLA FIELDER,2003 a 2008,BUCHA TRASEIRA DA BANDEJA DIANTEIRA compatível com TOYOTA COROLLA FIELDER. Aplicação: 2003 a 2008. Fabricante: AXIOS. Código: 111713.
AXIOS,111735,BUCHA DIANTEIRA BANDEJA DIANTEIRA,FORD ESCORT II 93/96,FORD,ESCORT II,1993 a 1996,BUCHA DIANTEIRA BANDEJA DIANTEIRA compatível com FORD ESCORT II. Aplicação: 1993 a 1996. Fabricante: AXIOS. Código: 111735.
AXIOS,111735,BUCHA DIANTEIRA BANDEJA DIANTEIRA,FORD VERONA II 93/96,FORD,VERONA II,1993 a 1996,BUCHA DIANTEIRA BANDEJA DIANTEIRA compatível com FORD VERONA II. Aplicação: 1993 a 1996. Fabricante: AXIOS. Código: 111735.
AXIOS,111735,BUCHA DIANTEIRA BANDEJA DIANTEIRA,FORD ESCORT II ZETEC 97/03,FORD,ESCORT II ZETEC,1997 a 2003,BUCHA DIANTEIRA BANDEJA DIANTEIRA compatível com FORD ESCORT II ZETEC. Aplicação: 1997 a 2003. Fabricante: AXIOS. Código: 111735.
AXIOS,111735,BUCHA DIANTEIRA BANDEJA DIANTEIRA,FORD KA 97/,FORD,KA,1997,BUCHA DIANTEIRA BANDEJA DIANTEIRA compatível com FORD KA. Aplicação: 1997. Fabricante: AXIOS. Código: 111735.
AXIOS,111735,BUCHA DIANTEIRA BANDEJA DIANTEIRA,VOLKSWAGEN LOGUS 93/96,VOLKSWAGEN,LOGUS,1993 a 1996,BUCHA DIANTEIRA BANDEJA DIANTEIRA compatível com VOLKSWAGEN LOGUS. Aplicação: 1993 a 1996. Fabricante: AXIOS. Código: 111735.
AXIOS,111735,BUCHA DIANTEIRA BANDEJA DIANTEIRA,VOLKSWAGEN POINTER 94/96,VOLKSWAGEN,POINTER,1994 a 1996,BUCHA DIANTEIRA BANDEJA DIANTEIRA compatível com VOLKSWAGEN POINTER. Aplicação: 1994 a 1996. Fabricante: AXIOS. Código: 111735.
AXIOS,111735,BUCHA DIANTEIRA BANDEJA DIANTEIRA,VOLKSWAGEN LOGUS ZETEC 97/03,VOLKSWAGEN,LOGUS ZETEC,1997 a 2003,BUCHA DIANTEIRA BANDEJA DIANTEIRA compatível com VOLKSWAGEN LOGUS ZETEC. Aplicação: 1997 a 2003. Fabricante: AXIOS. Código: 111735.
AXIOS,111824,BUCHA DA BARRA DE DIRECAO,VOLKSWAGEN PARATI 82/86,VOLKSWAGEN,PARATI,1982 a 1986,BUCHA DA BARRA DE DIRECAO compatível com VOLKSWAGEN PARATI. Aplicação: 1982 a 1986. Fabricante: AXIOS. Código: 111824.
AXIOS,111824,BUCHA DA BARRA DE DIRECAO,VOLKSWAGEN SAVEIRO 82/97,VOLKSWAGEN,SAVEIRO,1982 a 1997,BUCHA DA BARRA DE DIRECAO compatível com VOLKSWAGEN SAVEIRO. Aplicação: 1982 a 1997. Fabricante: AXIOS. Código: 111824.
AXIOS,111824,BUCHA DA BARRA DE DIRECAO,VOLKSWAGEN SANTANA 84/96,VOLKSWAGEN,SANTANA,1984 a 1996,BUCHA DA BARRA DE DIRECAO compatível com VOLKSWAGEN SANTANA. Aplicação: 1984 a 1996. Fabricante: AXIOS. Código: 111824.
AXIOS,111824,BUCHA DA BARRA DE DIRECAO,VOLKSWAGEN VOYAGE 81/95,VOLKSWAGEN,VOYAGE,1981 a 1995,BUCHA DA BARRA DE DIRECAO compatível com VOLKSWAGEN VOYAGE. Aplicação: 1981 a 1995. Fabricante: AXIOS. Código: 111824.
AXIOS,111824,BUCHA DA BARRA DE DIRECAO,VOLKSWAGEN GOL 80/95,VOLKSWAGEN,GOL,1980 a 1995,BUCHA DA BARRA DE DIRECAO compatível com VOLKSWAGEN GOL. Aplicação: 1980 a 1995. Fabricante: AXIOS. Código: 111824.
AXIOS,111843,BUCHA TRASEIRA DA BANDEJA DIANTEIRA,VOLKSWAGEN FOX 05/14,VOLKSWAGEN,FOX,2005 a 2014,BUCHA TRASEIRA DA BANDEJA DIANTEIRA compatível com VOLKSWAGEN FOX. Aplicação: 2005 a 2014. Fabricante: AXIOS. Código: 111843.
AXIOS,111843,BUCHA TRASEIRA DA BANDEJA DIANTEIRA,VOLKSWAGEN CROSSFOX 05/14,VOLKSWAGEN,CROSSFOX,2005 a 2014,BUCHA TRASEIRA DA BANDEJA DIANTEIRA compatível com VOLKSWAGEN CROSSFOX. Aplicação: 2005 a 2014. Fabricante: AXIOS. Código: 111843.
AXIOS,111843,BUCHA TRASEIRA DA BANDEJA DIANTEIRA,VOLKSWAGEN SPACEFOX 05/14,VOLKSWAGEN,SPACEFOX,2005 a 2014,BUCHA TRASEIRA DA BANDEJA DIANTEIRA compatível com VOLKSWAGEN SPACEFOX. Aplicação: 2005 a 2014. Fabricante: AXIOS. Código: 111843.
AXIOS,111843,BUCHA TRASEIRA DA BANDEJA DIANTEIRA,VOLKSWAGEN TIGUAN 09/17,VOLKSWAGEN,TIGUAN,2009 a 2017,BUCHA TRASEIRA DA BANDEJA DIANTEIRA compatível com VOLKSWAGEN TIGUAN. Aplicação: 2009 a 2017. Fabricante: AXIOS. Código: 111843.
AXIOS,111843,BUCHA TRASEIRA DA BANDEJA DIANTEIRA,VOLKSWAGEN POLO SEDAN 02/14,VOLKSWAGEN,POLO SEDAN,2002 a 2014,BUCHA TRASEIRA DA BANDEJA DIANTEIRA compatível com VOLKSWAGEN POLO SEDAN. Aplicação: 2002 a 2014. Fabricante: AXIOS. Código: 111843.
AXIOS,112028,BUCHA TRASEIRA DA BANDEJA DIANTEIRA,HONDA FIT 03/08,HONDA,FIT,2003 a 2008,BUCHA TRASEIRA DA BANDEJA DIANTEIRA compatível com HONDA FIT. Aplicação: 2003 a 2008. Fabricante: AXIOS. Código: 112028.
AXIOS,112234,BUCHA DIANTEIRA BANDEJA DIANTEIRA,HYUNDAI HB20 12/19,HYUNDAI,HB20,2012 a 2019,BUCHA DIANTEIRA BANDEJA DIANTEIRA compatível com HYUNDAI HB20. Aplicação: 2012 a 2019. Fabricante: AXIOS. Código: 112234.
AXIOS,112234,BUCHA DIANTEIRA BANDEJA DIANTEIRA,HYUNDAI I30 09/12,HYUNDAI,I30,2009 a 2012,BUCHA DIANTEIRA BANDEJA DIANTEIRA compatível com HYUNDAI I30. Aplicação: 2009 a 2012. Fabricante: AXIOS. Código: 112234.
AXIOS,112234,BUCHA DIANTEIRA BANDEJA DIANTEIRA,HYUNDAI SANTA FE 02/,HYUNDAI,SANTA FE,2002,BUCHA DIANTEIRA BANDEJA DIANTEIRA compatível com HYUNDAI SANTA FE. Aplicação: 2002. Fabricante: AXIOS. Código: 112234.
AXIOS,112234,BUCHA DIANTEIRA BANDEJA DIANTEIRA,HYUNDAI TUCSON 04/,HYUNDAI,TUCSON,2004,BUCHA DIANTEIRA BANDEJA DIANTEIRA compatível com HYUNDAI TUCSON. Aplicação: 2004. Fabricante: AXIOS. Código: 112234.
AXIOS,112234,BUCHA DIANTEIRA BANDEJA DIANTEIRA,HYUNDAI VERA CRUZ 06/,HYUNDAI,VERA CRUZ,2006,BUCHA DIANTEIRA BANDEJA DIANTEIRA compatível com HYUNDAI VERA CRUZ. Aplicação: 2006. Fabricante: AXIOS. Código: 112234.
AXIOS,112234,BUCHA DIANTEIRA BANDEJA DIANTEIRA,KIA MOTORS CERATO 08/13,KIA,MOTORS CERATO,2008 a 2013,BUCHA DIANTEIRA BANDEJA DIANTEIRA compatível com KIA MOTORS CERATO. Aplicação: 2008 a 2013. Fabricante: AXIOS. Código: 112234.
AXIOS,112234,BUCHA DIANTEIRA BANDEJA DIANTEIRA,KIA MOTORS SPORTAGE 05/,KIA,MOTORS SPORTAGE,2005,BUCHA DIANTEIRA BANDEJA DIANTEIRA compatível com KIA MOTORS SPORTAGE. Aplicação: 2005. Fabricante: AXIOS. Código: 112234.
AXIOS,112234,BUCHA DIANTEIRA BANDEJA DIANTEIRA,KIA MOTORS SOUL 08/13,KIA,MOTORS SOUL,2008 a 2013,BUCHA DIANTEIRA BANDEJA DIANTEIRA compatível com KIA MOTORS SOUL. Aplicação: 2008 a 2013. Fabricante: AXIOS. Código: 112234.
AXIOS,112236,BUCHA BANDEJA SUSPENSAO DIANTEIRA,RENAULT LOGAN 07/,RENAULT,LOGAN,2007,BUCHA BANDEJA SUSPENSAO DIANTEIRA compatível com RENAULT LOGAN. Aplicação: 2007. Fabricante: AXIOS. Código: 112236.
AXIOS,112236,BUCHA BANDEJA SUSPENSAO DIANTEIRA,RENAULT SANDERO 07/,RENAULT,SANDERO,2007,BUCHA BANDEJA SUSPENSAO DIANTEIRA compatível com RENAULT SANDERO. Aplicação: 2007. Fabricante: AXIOS. Código: 112236.
AXIOS,112238,BUCHA SUSPENSAO BRACO AUXILIAR TRASEIRA,HONDA CIVIC 92/00,HONDA,CIVIC,1992 a 2000,BUCHA SUSPENSAO BRACO AUXILIAR TRASEIRA compatível com HONDA CIVIC. Aplicação: 1992 a 2000. Fabricante: AXIOS. Código: 112238.
AXIOS,112356,BUCHA TRASEIRA BANDEJA DIANTEIRA,FORD FOCUS 00/09,FORD,FOCUS,2000 a 2009,BUCHA TRASEIRA BANDEJA DIANTEIRA compatível com FORD FOCUS. Aplicação: 2000 a 2009. Fabricante: AXIOS. Código: 112356.
AXIOS,112356,BUCHA TRASEIRA BANDEJA DIANTEIRA,FORD ECOSPORT 03/12,FORD,ECOSPORT,2003 a 2012,BUCHA TRASEIRA BANDEJA DIANTEIRA compatível com FORD ECOSPORT. Aplicação: 2003 a 2012. Fabricante: AXIOS. Código: 112356.
AXIOS,112356,BUCHA TRASEIRA BANDEJA DIANTEIRA,FORD FIESTA 02/10,FORD,FIESTA,2002 a 2010,BUCHA TRASEIRA BANDEJA DIANTEIRA compatível com FORD FIESTA. Aplicação: 2002 a 2010. Fabricante: AXIOS. Código: 112356.
AXIOS,112357,BUCHA DIANTEIRA BANDEJA DIANTEIRA,FORD KA 08/10,FORD,KA,2008 a 2010,BUCHA DIANTEIRA BANDEJA DIANTEIRA compatível com FORD KA. Aplicação: 2008 a 2010. Fabricante: AXIOS. Código: 112357.
AXIOS,112357,BUCHA DIANTEIRA BANDEJA DIANTEIRA,FORD ECOSPORT 03/12,FORD,ECOSPORT,2003 a 2012,BUCHA DIANTEIRA BANDEJA DIANTEIRA compatível com FORD ECOSPORT. Aplicação: 2003 a 2012. Fabricante: AXIOS. Código: 112357.
AXIOS,112357,BUCHA DIANTEIRA BANDEJA DIANTEIRA,FORD FIESTA 02/10,FORD,FIESTA,2002 a 2010,BUCHA DIANTEIRA BANDEJA DIANTEIRA compatível com FORD FIESTA. Aplicação: 2002 a 2010. Fabricante: AXIOS. Código: 112357.
AXIOS,112416,BUCHA DA BANDEJA DIANTEIRA (MAIOR),NISSAN MARCH 11/,NISSAN,MARCH,2011,BUCHA DA BANDEJA DIANTEIRA (MAIOR) compatível com NISSAN MARCH. Aplicação: 2011. Fabricante: AXIOS. Código: 112416.
AXIOS,112416,BUCHA DA BANDEJA DIANTEIRA (MAIOR),NISSAN VERSA 11/,NISSAN,VERSA,2011,BUCHA DA BANDEJA DIANTEIRA (MAIOR) compatível com NISSAN VERSA. Aplicação: 2011. Fabricante: AXIOS. Código: 112416.
AXIOS,112416,BUCHA DA BANDEJA DIANTEIRA (MAIOR),NISSAN KICKS 16/,NISSAN,KICKS,2016,BUCHA DA BANDEJA DIANTEIRA (MAIOR) compatível com NISSAN KICKS. Aplicação: 2016. Fabricante: AXIOS. Código: 112416.
AXIOS,112417,BUCHA DA BANDEJA DIANTEIRA (MENOR),NISSAN VERSA 11/,NISSAN,VERSA,2011,BUCHA DA BANDEJA DIANTEIRA (MENOR) compatível com NISSAN VERSA. Aplicação: 2011. Fabricante: AXIOS. Código: 112417.
AXIOS,112417,BUCHA DA BANDEJA DIANTEIRA (MENOR),NISSAN MARCH 11/,NISSAN,MARCH,2011,BUCHA DA BANDEJA DIANTEIRA (MENOR) compatível com NISSAN MARCH. Aplicação: 2011. Fabricante: AXIOS. Código: 112417.
AXIOS,112417,BUCHA DA BANDEJA DIANTEIRA (MENOR),NISSAN KICKS 16/,NISSAN,KICKS,2016,BUCHA DA BANDEJA DIANTEIRA (MENOR) compatível com NISSAN KICKS. Aplicação: 2016. Fabricante: AXIOS. Código: 112417.
AXIOS,112418,BUCHA TRASEIRA BANDEJA DIANTEIRA (MENOR),HYUNDAI I30 09/12,HYUNDAI,I30,2009 a 2012,BUCHA TRASEIRA BANDEJA DIANTEIRA (MENOR) compatível com HYUNDAI I30. Aplicação: 2009 a 2012. Fabricante: AXIOS. Código: 112418.
AXIOS,112418,BUCHA TRASEIRA BANDEJA DIANTEIRA (MENOR),HYUNDAI TUCSON 05/,HYUNDAI,TUCSON,2005,BUCHA TRASEIRA BANDEJA DIANTEIRA (MENOR) compatível com HYUNDAI TUCSON. Aplicação: 2005. Fabricante: AXIOS. Código: 112418.
AXIOS,112418,BUCHA TRASEIRA BANDEJA DIANTEIRA (MENOR),KIA MOTORS CARENS 08/13,KIA,MOTORS CARENS,2008 a 2013,BUCHA TRASEIRA BANDEJA DIANTEIRA (MENOR) compatível com KIA MOTORS CARENS. Aplicação: 2008 a 2013. Fabricante: AXIOS. Código: 112418.
AXIOS,112418,BUCHA TRASEIRA BANDEJA DIANTEIRA (MENOR),KIA MOTORS CERATO 06/08,KIA,MOTORS CERATO,2006 a 2008,BUCHA TRASEIRA BANDEJA DIANTEIRA (MENOR) compatível com KIA MOTORS CERATO. Aplicação: 2006 a 2008. Fabricante: AXIOS. Código: 112418.
AXIOS,112418,BUCHA TRASEIRA BANDEJA DIANTEIRA (MENOR),KIA MOTORS MAGENTIS 07/10,KIA,MOTORS MAGENTIS,2007 a 2010,BUCHA TRASEIRA BANDEJA DIANTEIRA (MENOR) compatível com KIA MOTORS MAGENTIS. Aplicação: 2007 a 2010. Fabricante: AXIOS. Código: 112418.
AXIOS,112431,BUCHA DIANTEIRA BANDEJA DIANTEIRA,TOYOTA COROLLA 03/13,TOYOTA,COROLLA,2003 a 2013,BUCHA DIANTEIRA BANDEJA DIANTEIRA compatível com TOYOTA COROLLA. Aplicação: 2003 a 2013. Fabricante: AXIOS. Código: 112431.
AXIOS,112431,BUCHA DIANTEIRA BANDEJA DIANTEIRA,TOYOTA COROLLA 15/19,TOYOTA,COROLLA,2015 a 2019,BUCHA DIANTEIRA BANDEJA DIANTEIRA compatível com TOYOTA COROLLA. Aplicação: 2015 a 2019. Fabricante: AXIOS. Código: 112431.
AXIOS,112431,BUCHA DIANTEIRA BANDEJA DIANTEIRA,TOYOTA COROLLA FIELDER 03/08,TOYOTA,COROLLA FIELDER,2003 a 2008,BUCHA DIANTEIRA BANDEJA DIANTEIRA compatível com TOYOTA COROLLA FIELDER. Aplicação: 2003 a 2008. Fabricante: AXIOS. Código: 112431.
AXIOS,112439,BUCHA DIANTEIRA BANDEJA DIANTEIRA(MENOR),VOLKSWAGEN SPACEFOX EXCETO NOVO 06/14,VOLKSWAGEN,SPACEFOX EXCETO NOVO,2006 a 2014,BUCHA DIANTEIRA BANDEJA DIANTEIRA(MENOR) compatível com VOLKSWAGEN SPACEFOX EXCETO NOVO. Aplicação: 2006 a 2014. Fabricante: AXIOS. Código: 112439.
AXIOS,112439,BUCHA DIANTEIRA BANDEJA DIANTEIRA(MENOR),VOLKSWAGEN POLO 02/14,VOLKSWAGEN,POLO,2002 a 2014,BUCHA DIANTEIRA BANDEJA DIANTEIRA(MENOR) compatível com VOLKSWAGEN POLO. Aplicação: 2002 a 2014. Fabricante: AXIOS. Código: 112439.
AXIOS,112439,BUCHA DIANTEIRA BANDEJA DIANTEIRA(MENOR),VOLKSWAGEN FOX EXCETO NOVO 03/14,VOLKSWAGEN,FOX EXCETO NOVO,2003 a 2014,BUCHA DIANTEIRA BANDEJA DIANTEIRA(MENOR) compatível com VOLKSWAGEN FOX EXCETO NOVO. Aplicação: 2003 a 2014. Fabricante: AXIOS. Código: 112439.
AXIOS,112439,BUCHA DIANTEIRA BANDEJA DIANTEIRA(MENOR),VOLKSWAGEN VOYAGE NOVO 09/,VOLKSWAGEN,VOYAGE NOVO,2009,BUCHA DIANTEIRA BANDEJA DIANTEIRA(MENOR) compatível com VOLKSWAGEN VOYAGE NOVO. Aplicação: 2009. Fabricante: AXIOS. Código: 112439.
AXIOS,112439,BUCHA DIANTEIRA BANDEJA DIANTEIRA(MENOR),VOLKSWAGEN GOL GV 08/,VOLKSWAGEN,GOL GV,2008,BUCHA DIANTEIRA BANDEJA DIANTEIRA(MENOR) compatível com VOLKSWAGEN GOL GV. Aplicação: 2008. Fabricante: AXIOS. Código: 112439.
AXIOS,112444,BUCHA DIANTEIRA BANDEJA DIANTEIRA(MENOR),CHEVROLET ONIX 12/,CHEVROLET,ONIX,2012,BUCHA DIANTEIRA BANDEJA DIANTEIRA(MENOR) compatível com CHEVROLET ONIX. Aplicação: 2012. Fabricante: AXIOS. Código: 112444.
AXIOS,112444,BUCHA DIANTEIRA BANDEJA DIANTEIRA(MENOR),CHEVROLET COBALT 11/,CHEVROLET,COBALT,2011,BUCHA DIANTEIRA BANDEJA DIANTEIRA(MENOR) compatível com CHEVROLET COBALT. Aplicação: 2011. Fabricante: AXIOS. Código: 112444.
AXIOS,112444,BUCHA DIANTEIRA BANDEJA DIANTEIRA(MENOR),CHEVROLET SPIN 12/,CHEVROLET,SPIN,2012,BUCHA DIANTEIRA BANDEJA DIANTEIRA(MENOR) compatível com CHEVROLET SPIN. Aplicação: 2012. Fabricante: AXIOS. Código: 112444.
AXIOS,112444,BUCHA DIANTEIRA BANDEJA DIANTEIRA(MENOR),CHEVROLET PRISMA NEW PRISMA 13/,CHEVROLET,PRISMA NEW PRISMA,2013,BUCHA DIANTEIRA BANDEJA DIANTEIRA(MENOR) compatível com CHEVROLET PRISMA NEW PRISMA. Aplicação: 2013. Fabricante: AXIOS. Código: 112444.
AXIOS,112445,BUCHA TRASEIRA BANDEJA DIANTEIRA(MAIOR),CHEVROLET ONIX 12/,CHEVROLET,ONIX,2012,BUCHA TRASEIRA BANDEJA DIANTEIRA(MAIOR) compatível com CHEVROLET ONIX. Aplicação: 2012. Fabricante: AXIOS. Código: 112445.
AXIOS,112445,BUCHA TRASEIRA BANDEJA DIANTEIRA(MAIOR),CHEVROLET PRISMA NEW PRISMA 13/,CHEVROLET,PRISMA NEW PRISMA,2013,BUCHA TRASEIRA BANDEJA DIANTEIRA(MAIOR) compatível com CHEVROLET PRISMA NEW PRISMA. Aplicação: 2013. Fabricante: AXIOS. Código: 112445.
AXIOS,112445,BUCHA TRASEIRA BANDEJA DIANTEIRA(MAIOR),CHEVROLET COBALT 11/,CHEVROLET,COBALT,2011,BUCHA TRASEIRA BANDEJA DIANTEIRA(MAIOR) compatível com CHEVROLET COBALT. Aplicação: 2011. Fabricante: AXIOS. Código: 112445.
AXIOS,112445,BUCHA TRASEIRA BANDEJA DIANTEIRA(MAIOR),CHEVROLET SPIN 12/,CHEVROLET,SPIN,2012,BUCHA TRASEIRA BANDEJA DIANTEIRA(MAIOR) compatível com CHEVROLET SPIN. Aplicação: 2012. Fabricante: AXIOS. Código: 112445.
AXIOS,112599,BUCHA BARRA ESTABILIZADORA DIANTEIRA,CHEVROLET PRISMA 13/19,CHEVROLET,PRISMA,2013 a 2019,BUCHA BARRA ESTABILIZADORA DIANTEIRA compatível com CHEVROLET PRISMA. Aplicação: 2013 a 2019. Fabricante: AXIOS. Código: 112599.
AXIOS,112599,BUCHA BARRA ESTABILIZADORA DIANTEIRA,CHEVROLET SPIN 13/,CHEVROLET,SPIN,2013,BUCHA BARRA ESTABILIZADORA DIANTEIRA compatível com CHEVROLET SPIN. Aplicação: 2013. Fabricante: AXIOS. Código: 112599.
AXIOS,112599,BUCHA BARRA ESTABILIZADORA DIANTEIRA,CHEVROLET ONIX 13/19,CHEVROLET,ONIX,2013 a 2019,BUCHA BARRA ESTABILIZADORA DIANTEIRA compatível com CHEVROLET ONIX. Aplicação: 2013 a 2019. Fabricante: AXIOS. Código: 112599.
AXIOS,112602,BUCHA TRASEIRA BANDEJA DIANTEIRA(MAIOR),TOYOTA ETIOS 12/,TOYOTA,ETIOS,2012,BUCHA TRASEIRA BANDEJA DIANTEIRA(MAIOR) compatível com TOYOTA ETIOS. Aplicação: 2012. Fabricante: AXIOS. Código: 112602.
AXIOS,112609,BUCHA DA BANDEJA DIANTEIRA INFERIOR,CHEVROLET S10 NOVA 13/,CHEVROLET,S10 NOVA,2013,BUCHA DA BANDEJA DIANTEIRA INFERIOR compatível com CHEVROLET S10 NOVA. Aplicação: 2013. Fabricante: AXIOS. Código: 112609.
AXIOS,112610,BUCHA DA BANDEJA DIANTEIRA SUPERIOR,CHEVROLET S10 NOVA 13/,CHEVROLET,S10 NOVA,2013,BUCHA DA BANDEJA DIANTEIRA SUPERIOR compatível com CHEVROLET S10 NOVA. Aplicação: 2013. Fabricante: AXIOS. Código: 112610.
AXIOS,112716,BUCHA DA BANDEJA SUPERIOR DIANTEIRA,TOYOTA HILUX 4X2 05/19,TOYOTA,HILUX 4X2,2005 a 2019,BUCHA DA BANDEJA SUPERIOR DIANTEIRA compatível com TOYOTA HILUX 4X2. Aplicação: 2005 a 2019. Fabricante: AXIOS. Código: 112716.
